name	size	data_type
How_to葬儀に出席する際の服装を選ぶ	3	train
How_to日焼け止めを塗る	3	train
How_toアロエベラを剪定する	2	train
How_to正しくプランク運動を行う	2	train
How_toトコジラミを退治する	4	train
How_to鶏の性別を見分ける	3	train
How_to泳いだ後に目が痛くならない	3	train
How_toチャクラを開く	1	train
How_to未来の自分に手紙を書く	3	train
How_to居候している友人や親せきに出て行ってもらう	3	train
How_toパンを作る	3	train
How_toGoogle_Docsを使ってパンフレットを作る	2	train
How_to側転をする	3	train
How_to双子が生まれる確率を高くする	3	train
How_to家出をする	4	train
How_toはつらつとしたバストを作る	2	train
How_to機内持ち込み用手荷物を詰める	2	train
How_to悪態をつくのをやめる	3	train
How_to植物を健やかに育てる	3	train
How_to車のサビを落とす	2	train
How_to蒸留水を作る	3	train
How_to結婚式で挨拶をする	3	train
How_to衣類のプリントを取り除く	2	train
How_to父の日を祝う	3	train
How_toNIKEのニセモノを見抜く	2	train
How_toクリスマスイブに眠りにつく	4	train
How_to出会い系サイトで成功する	1	train
How_toツタを取り除く	4	train
How_toジーンズでお腹の肉を隠す	2	train
How_to体積を求める	4	train
How_to陰口を叩く人に対処する	3	train
How_toゴキブリの駆除	5	train
How_to水を煮立たせる	4	train
How_to爪を噛むのをやめる	6	train
How_toスニーカーのサイズを広げる	3	train
How_to革を染める	3	train
How_to錠を壊す	4	train
How_to垂れた胸を上向きにする	3	train
How_toハチを駆除する	3	train
How_toジャガイモを湯がく	3	train
How_to自動車バッテリーの取外し	1	train
How_to美しく輝く肌を手に入れる	3	train
How_toプロらしく電話応対する	3	train
How_toパン生地の発酵を早める	4	train
How_toペットボトルからワイヤーを作る	1	train
How_to調子を聞かれた時に正しく答える	3	train
How_toダンスエアロを楽しむ	3	train
How_to姿勢を良くする	4	train
How_toSnapchatで送受信したスナップの数を確認する	1	train
How_toスパークプラグのギャップ（すきま）を調整する	2	train
How_toポケモンカードで遊ぶ	4	train
How_toかみすぎて痛くなった鼻の症状を緩和する	2	train
How_to腹筋運動を行う	3	train
How_to自閉症の子供を落ち着かせる	3	train
How_toスケッチを描く	2	train
How_toYouTube動画の指定した再生時間をリンクする	1	train
How_toバタークリームアイシングを作る	4	train
How_to航空券の予約を確認する	5	train
How_toアボカドを上手に選ぶ	3	train
How_to便を我慢する	3	train
How_toフェイスブックに問い合わせる	5	train
How_to鼻のテカリをなくす	3	train
How_toピザを作る	3	train
How_toデートの誘いを優雅に断る	3	train
How_to妊娠による不快症状に対処する	4	train
How_toPDFのパスワードを解除する	3	train
How_toパソコンがハッキングされているかを調べる	2	train
How_toソニックシリーズのキャラクターを描く	4	train
How_toくしゃみを止める	3	train
How_toバッテリーの腐食汚れを落とす	2	train
How_to素手の喧嘩に強くなる	2	train
How_toお腹の脂肪を１週間で落とす	3	train
How_to姑・義母とうまくつき合う	3	train
How_toバタフライで泳ぐ	2	train
How_toシマナンヨウスギを育てる	4	train
How_to池の藻を除去する	3	train
How_toGoogle_Chromeをアップデートする	3	train
How_to犬の歯を磨く	3	train
How_to美味しいパーティ用カクテルパンチを簡単に作る	3	train
How_toテレフォンセックスをする	2	train
How_to論文の要旨を書く	3	train
How_toクオーツのカウンタートップを手入れする	3	train
How_toタバコの煙で輪っかを作る	3	train
How_toロマンチックなピクニックを計画する	3	train
How_to犬のトイレトレーニングをする	3	train
How_to爪を速く伸ばす	2	train
How_toテラリウムを作る	3	train
How_toメガネの洗浄	3	train
How_to乗物酔いを抑える	2	train
How_toヘチマスポンジを使う	2	train
How_to家からダニを一掃する	3	train
How_toLANケーブルで2台のパソコンを接続する	2	train
How_to眼性片頭痛の治療	3	train
How_to物事を決定する	4	train
How_toコンクリートを仕上げる	3	train
How_to顔を描く	2	train
How_toクラミジアの症状を見分ける（女性用）	3	train
How_toミチェラーダを作る	2	train
How_toウサギを呼んだら来るようにしつける	2	train
How_to美顔ローラーを手入れする	3	train
How_to普段の日のシンプルなメイクをする	3	train
How_to引越しの挨拶をする	4	train
How_toラベンダーを育てる	3	train
How_to便秘をマッサージで治す	2	train
How_to喉をすっきりさせる	4	train
How_to母親を説得する	3	train
How_to手動で血圧を測定する	4	train
How_toプレスリリースを書く	2	train
How_to髪にコンディショナーを付ける	3	train
How_to高齢者の運動	3	train
How_toシマウマを描く	2	train
How_toスーツケースのロックの暗証番号を設定する	3	train
How_to兄弟に優しく接する	5	train
How_toバレットジャーナルを始める	3	train
How_to彼が浮気をしているかを見分ける	4	train
How_to蘭を育てる	3	train
How_toモルモットを楽しませる	4	train
How_to家庭ごみを管理する	3	train
How_toアニメキャラの髪を描く	6	train
How_to剥がれた合成皮革を修復する	3	train
How_toYouTubeからログアウトする	3	train
How_to体重を増やす（女性向け）	3	train
How_to育児後に再就職をする	4	train
How_to利益を計算する	2	train
How_to猫背を治す	4	train
How_to片思いの相手の気を引く	3	train
How_to全身をマッサージする	3	train
How_toマインドフルネスを練習する	3	train
How_to英語でリマインダーEメールを書く	3	train
How_to子犬のしつけ	4	train
How_toアリを殺虫剤なしで殺傷する	4	train
How_to偽造アメリカ紙幣を見分ける	4	train
How_toリカバリーディスクを使わずにWindows_7を再インストールする	3	train
How_to犬に好かれる	3	train
How_to心の浮気を見抜く	4	train
How_toうさぎの年齢を見分ける	3	train
How_toまったくの初心者がヨガを始める	1	train
How_to背中をほぐす	3	train
How_toMacでIPアドレスを確認する	5	train
How_toユーザーマニュアルを作る	3	train
How_to熱を使わずに髪をカールする	8	train
How_to核攻撃から身を守る	2	train
How_to体内水分量を減らす	2	train
How_to足指骨折の治療	4	train
How_toフランス語で「お誕生日おめでとう」を言う	3	train
How_to２日で体重を落とす	3	train
How_to拒食症あるいは拒食症の兆候と向き合う	3	train
How_toSnapchatのユーザー名を変更する	3	train
How_toコンセプトペーパー（企画書）を書く	3	train
How_toUberの利用	2	train
How_to自然に身長を伸ばす	2	train
How_toお金を賢明に用いる	4	train
How_to仏教徒になる	3	train
How_toドワーフハムスターを飼育する	4	train
How_toテニスのサーブ	2	train
How_toピクショナリーで遊ぶ	3	train
How_toピアスホールの細菌感染の治療	3	train
How_to結び目飾りのフリースブランケットを作る	1	train
How_toGmailを使ってメールを送信する	2	train
How_to自分の顔のかたちを知る	3	train
How_toカーリングの得点	4	train
How_to夢を思い出す	3	train
How_to2週間でお腹周りの脂肪を落とす	3	train
How_to3週間で彼氏を作る	3	train
How_to飛行機の墜落事故から生き延びる	3	train
How_to坂道に駐車する	2	train
How_to母親に外出の許可を取る	3	train
How_toアリが家の中に侵入するのを防ぐ	4	train
How_to生理を早める	3	train
How_toピザストーンを使用する	4	train
How_toビキニが似合う身体になる	5	train
How_toエグゼクティブサマリーを書く	2	train
How_toアイラインを上手に引く	5	train
How_to首を鳴らす	6	train
How_toFacebookをやめる	2	train
How_to背中のコリをほぐす	3	train
How_to腕を太くする	3	train
How_toフェイスブックで女の子とおしゃべりする	2	train
How_to男の子にキスする	3	train
How_to足の水ぶくれの処置と予防	4	train
How_toはたけカカシのように振る舞う	1	train
How_to英語のHoweverを使う	3	train
How_to円の直径を算出する	2	train
How_to定年後の趣味を探す	2	train
How_toオートマチック車の運転	3	train
How_toやると決めたことを確実に続ける	3	train
How_toヘッドライトのレンズをきれいにする	3	train
How_to女の子をものにする	3	train
How_to花の絵を描く	7	train
How_toニキビ取り器具を使う	2	train
How_to産後の抜け毛を防ぐ	2	train
How_to妻を喜ばせる	2	train
How_to犬をしつける	13	train
How_to魅力的な身体を手に入れる	2	train
How_to片思いの相手にメールやLINEを送って会話をする	3	train
How_toパソコンにBluetoothが搭載されているかを確認する	2	train
How_toアドボの調理	3	train
How_toフクロモモンガを飼育する	3	train
How_toテレパシー能力を高める	3	train
How_toマンガを描く	3	train
How_to赤ニキビを治す	3	train
How_toトウモロコシを丸ごと電子レンジで調理する	2	train
